League,Team,Player,URL
EPL,Everton,Chief Executive Officer,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Billy Wright,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Billy Balmer,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Jock Thomson,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Dickie Boyle,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Warney Cresswell,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Executive Chairman,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Graeme Sharp,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Director of Football,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Jack Taylor,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Jock McDonald,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,John Maconnachie,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Roy Vernon,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Jimmy Settle,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Gary Speed,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Séamus Coleman,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Kevin Campbell,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Ian Snodin,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Brian Labone,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Billy McKinlay,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Dixie Dean,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Jimmy Galt,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Johnny Holt,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Roger Kenyon,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Chief Executive Officer/Director,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Dickie Downs,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Bob Howarth,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Alan Stubbs,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Phil Jagielka,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Howard Kendall,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Andrew Hannah,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Mark Higgins,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Norman Greenhalgh,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Peter Farrell,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,"Owner, Club Owner",https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Hunter Hart,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Tom Fleetwood,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Billy Cook,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Harry Makepeace,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Dave Watson,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Club ambassadors,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Everton,Ben Williams,https://en.wikipedia.org/wiki/Everton_F.C.
EPL,Fulham,Bobby Robson,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Kevin Keegan†,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Roy Hodgson,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Bill Dodgin Sr.,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Doug Livingstone,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Bobby Campbell,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Mark Hughes,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Jean Tigana,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Lawrie Sanchez,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Malcolm Macdonald,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Claudio Ranieri,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Ned Liddell,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Ray Harford,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Chris Coleman,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Ray Lewington,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Jack Peart,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Marco Silva±,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Andy Ducat,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Alan Dicks,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Bill Dodgin Jr.,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Kit Symons,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Phil Kelso,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Martin Jol,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Don Mackay,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Jimmy McIntyre,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Jimmy Hogan,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Frank Osborne*,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Harry Bradshaw,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Bedford Jezzard,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Alec Stock,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,René Meulensteen§±,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Joe Bradshaw,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Ian Branfoot**,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Ray Wilkins,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Slaviša Jokanović±,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Micky Adams,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Paul Bracewell,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Vic Buckingham,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Scott Parker±,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Fulham,Felix Magath,https://en.wikipedia.org/wiki/Fulham_F.C.
EPL,Ipswich Town,Bobby Robson,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Scott Duncan,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Paul Lambert,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Bobby Ferguson,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Head of Academy Recruitment,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Chief Operating Officer,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Jim Magilton,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Mick O'Brien,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Alf Ramsey,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Director of Football Operations,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Kieran McKenna,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Club Secretary,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Director of Performance,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Head of Strength & Conditioning,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Jackie Milburn,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Sports Therapist,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Chief Executive Officer,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Head of Academy Sports Medicine,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Head of Academy Goalkeeping,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Head of Academy Sports Science,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Roy Keane,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,John Lyall,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Head of Recruitment,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Head Physiotherapist,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Mick McCarthy,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Paul Hurst,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Chief Financial Officer,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Head of Analysis,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Head of Academy Performance Analysis,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Bill McGarry,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Sports Scientist,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Joe Royle,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,George Burley,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Paul Cook,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Head of Athletic Performance,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,John Duncan,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Paul Jewell,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Ipswich Town,Head of Foundation Phase,https://en.wikipedia.org/wiki/Ipswich_Town
EPL,Leicester City,,
EPL,Liverpool,Phil Thompson,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Laurie Hughes,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Billy Liddell,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,John Barnes,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Tom Bromilow,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Ronnie Whelan,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Steven Gerrard,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Ronnie Moran,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Tommy Smith,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Matt Busby,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,James Jackson,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Virgil van Dijk,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Harry Lowe,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Ian Rush,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Harry Storer,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Donald McKinlay,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Steve Nicol,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Graeme Souness,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Jack Balmer,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Tom Bradshaw,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Ron Yeats,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Alex Raisbeck,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Arthur Goddard,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Paul Ince,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Jordan Henderson,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Jamie Redknapp,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Emlyn Hughes,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Bill Jones,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Phil Neal,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Mark Wright,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Phil Taylor,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Tom Morrison,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Andrew Hannah,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Sami Hyypiä,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Jimmy Ross,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Ephraim Longworth,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Willie Fagan,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Alan Hansen,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Johnny Wheeler,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,John McCartney,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Tom Cooper,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Liverpool,Dick White,https://en.wikipedia.org/wiki/Liverpool_F.C.
EPL,Manchester City,Roy Clarke,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,"Bert Trautmann, OBE",https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,"Denis Law, CBE",https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Chief scout,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Wilf Wild,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Mark Hughes,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Sergio Agüero,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Roy Paul,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Mike Summerbee,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Eric Brook,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Vincent Kompany,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Chief Executive Officer,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Shaun Goater,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Neil Young,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,"Billy McNeill, MBE",https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Head of goalkeeping,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Head of academy,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,"Niall Quinn,  MBE",https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Frank Swift,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,"Alex Williams, MBE",https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,"Joe Mercer, OBE",https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Manchester City 1955–56 FA Cup-winning team,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Francis Lee,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Mike Doyle,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,"Alan Ball, MBE",https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Sun Jihai,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Director of Football,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Tony Book,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Joe Corrigan,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,"Colin Bell, MBE",https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Manuel Pellegrini,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Malcolm Allison,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Head of player support,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Johnny Hart,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Pep Guardiola,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Year of induction,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Les McDowall,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Roberto Mancini,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Peter Beardsley,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Patrick Vieira,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Peter Doherty,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,"Kevin Keegan, OBE",https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Tommy Johnson,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Tom Maley,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Alan Oakes,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Peter Schmeichel,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Ken Barnes,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Joe Mercer,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Paul Lake,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester City,Club ambassadors,https://en.wikipedia.org/wiki/Manchester_City
EPL,Manchester United,Chief of international football relations,https://en.wikipedia.org/wiki/Manchester_United
EPL,Manchester United,Life president,https://en.wikipedia.org/wiki/Manchester_United
EPL,Manchester United,Chief financial officer,https://en.wikipedia.org/wiki/Manchester_United
EPL,Manchester United,Director of performance,https://en.wikipedia.org/wiki/Manchester_United
EPL,Manchester United,Director of football,https://en.wikipedia.org/wiki/Manchester_United
EPL,Manchester United,General counsel,https://en.wikipedia.org/wiki/Manchester_United
EPL,Manchester United,Chief communications officer,https://en.wikipedia.org/wiki/Manchester_United
EPL,Manchester United,Club secretary,https://en.wikipedia.org/wiki/Manchester_United
EPL,Manchester United,Director of recruitment,https://en.wikipedia.org/wiki/Manchester_United
EPL,Manchester United,Chief operating officer,https://en.wikipedia.org/wiki/Manchester_United
EPL,Manchester United,Executive co-chairmen,https://en.wikipedia.org/wiki/Manchester_United
EPL,Manchester United,Chief business officer,https://en.wikipedia.org/wiki/Manchester_United
EPL,Manchester United,Chief executive officer,https://en.wikipedia.org/wiki/Manchester_United
EPL,Manchester United,Director of football negotiations,https://en.wikipedia.org/wiki/Manchester_United
EPL,Manchester United,Independent directors,https://en.wikipedia.org/wiki/Manchester_United
EPL,Newcastle United,,
EPL,Nottingham Forest,,
EPL,Southampton,Head of academy recruitment,https://en.wikipedia.org/wiki/Southampton_F.C.
EPL,Southampton,Lead performance physio,https://en.wikipedia.org/wiki/Southampton_F.C.
EPL,Southampton,Set Piece Analyst,https://en.wikipedia.org/wiki/Southampton_F.C.
EPL,Southampton,Group Technical Director,https://en.wikipedia.org/wiki/Southampton_F.C.
EPL,Southampton,Sports scientist,https://en.wikipedia.org/wiki/Southampton_F.C.
EPL,Southampton,Head of academy performance,https://en.wikipedia.org/wiki/Southampton_F.C.
EPL,Southampton,Head of Scouting Operations,https://en.wikipedia.org/wiki/Southampton_F.C.
EPL,Southampton,Director of HR,https://en.wikipedia.org/wiki/Southampton_F.C.
EPL,Southampton,Honorary President,https://en.wikipedia.org/wiki/Southampton_F.C.
EPL,Southampton,Head of player strategy,https://en.wikipedia.org/wiki/Southampton_F.C.
EPL,Southampton,Chief Revenue Officer,https://en.wikipedia.org/wiki/Southampton_F.C.
EPL,Southampton,Head of professional medical services,https://en.wikipedia.org/wiki/Southampton_F.C.
EPL,Southampton,Academy director,https://en.wikipedia.org/wiki/Southampton_F.C.
EPL,Southampton,Head of sports science,https://en.wikipedia.org/wiki/Southampton_F.C.
EPL,Southampton,Head of Recruitment,https://en.wikipedia.org/wiki/Southampton_F.C.
EPL,Southampton,Head of Data & Research,https://en.wikipedia.org/wiki/Southampton_F.C.
EPL,Southampton,Performance psychologist,https://en.wikipedia.org/wiki/Southampton_F.C.
EPL,Southampton,Club doctor,https://en.wikipedia.org/wiki/Southampton_F.C.
EPL,Southampton,Lead investor,https://en.wikipedia.org/wiki/Southampton_F.C.
EPL,Southampton,First-team physio,https://en.wikipedia.org/wiki/Southampton_F.C.
EPL,Southampton,Head of Football Operations,https://en.wikipedia.org/wiki/Southampton_F.C.
EPL,Southampton,Player Insights Recruitment Analyst,https://en.wikipedia.org/wiki/Southampton_F.C.
EPL,Southampton,Head of Women's Football,https://en.wikipedia.org/wiki/Southampton_F.C.
EPL,Southampton,Professional-phase soft-tissue therapist,https://en.wikipedia.org/wiki/Southampton_F.C.
EPL,Southampton,Club Ambassador,https://en.wikipedia.org/wiki/Southampton_F.C.
EPL,Southampton,Sports therapist,https://en.wikipedia.org/wiki/Southampton_F.C.
EPL,Tottenham Hotspur,Lead player development and methodology analyst,https://en.wikipedia.org/wiki/Tottenham_Hotspur
EPL,Tottenham Hotspur,Head of academy football development,https://en.wikipedia.org/wiki/Tottenham_Hotspur
EPL,Tottenham Hotspur,Chief scout,https://en.wikipedia.org/wiki/Tottenham_Hotspur
EPL,Tottenham Hotspur,Ledley King,https://en.wikipedia.org/wiki/Tottenham_Hotspur
EPL,Tottenham Hotspur,Chief executive officer,https://en.wikipedia.org/wiki/Tottenham_Hotspur
EPL,Tottenham Hotspur,Head of kit and equipment,https://en.wikipedia.org/wiki/Tottenham_Hotspur
EPL,Tottenham Hotspur,Andreas Georgson,https://en.wikipedia.org/wiki/Tottenham_Hotspur
EPL,Tottenham Hotspur,Non-executive director,https://en.wikipedia.org/wiki/Tottenham_Hotspur
EPL,Tottenham Hotspur,Head of medical,https://en.wikipedia.org/wiki/Tottenham_Hotspur
EPL,Tottenham Hotspur,Head physiotherapist,https://en.wikipedia.org/wiki/Tottenham_Hotspur
EPL,Tottenham Hotspur,Head performance analyst,https://en.wikipedia.org/wiki/Tottenham_Hotspur
EPL,Tottenham Hotspur,Executive chairman,https://en.wikipedia.org/wiki/Tottenham_Hotspur
EPL,Tottenham Hotspur,Head of football insights and strategy,https://en.wikipedia.org/wiki/Tottenham_Hotspur
EPL,Tottenham Hotspur,Academy director,https://en.wikipedia.org/wiki/Tottenham_Hotspur
EPL,Tottenham Hotspur,Head of sports science,https://en.wikipedia.org/wiki/Tottenham_Hotspur
EPL,Tottenham Hotspur,Matt Wells,https://en.wikipedia.org/wiki/Tottenham_Hotspur
EPL,Tottenham Hotspur,Director of football administration and governance,https://en.wikipedia.org/wiki/Tottenham_Hotspur
EPL,Tottenham Hotspur,Operations and finance director,https://en.wikipedia.org/wiki/Tottenham_Hotspur
EPL,Tottenham Hotspur,Chief international scout,https://en.wikipedia.org/wiki/Tottenham_Hotspur
EPL,Tottenham Hotspur,Gary Mabbutt,https://en.wikipedia.org/wiki/Tottenham_Hotspur
EPL,Tottenham Hotspur,Head of recruitment,https://en.wikipedia.org/wiki/Tottenham_Hotspur
EPL,Tottenham Hotspur,Director of performance services,https://en.wikipedia.org/wiki/Tottenham_Hotspur
EPL,Tottenham Hotspur,Chief football officer,https://en.wikipedia.org/wiki/Tottenham_Hotspur
