name,team,sport,league,local_path
O. Goodman,Crystal Palace,Football,EPL,static\logos\players\soccer\crystal_palace\o_goodman.png
J. Raymond,Crystal Palace,Football,EPL,static\logos\players\soccer\crystal_palace\j_raymond.png
M. Boateng,Crystal Palace,Football,EPL,static\logos\players\soccer\crystal_palace\m_boateng.png
Ademola Oladipupo Ola-Adebomi,Crystal Palace,Football,EPL,static\logos\players\soccer\crystal_palace\ademola_oladipupo_olaadebomi.png
S. Grehan,Crystal Palace,Football,EPL,static\logos\players\soccer\crystal_palace\s_grehan.png
M. Jemide,Crystal Palace,Football,EPL,static\logos\players\soccer\crystal_palace\m_jemide.png
S. Ghoddos,Brentford,Football,EPL,static\logos\players\soccer\brentford\s_ghoddos.png
B. Mee,Brentford,Football,EPL,static\logos\players\soccer\brentford\b_mee.png
S. Armstrong,Brentford,Football,EPL,static\logos\players\soccer\brentford\s_armstrong.png
J. Dasilva,Brentford,Football,EPL,static\logos\players\soccer\brentford\j_dasilva.png
N. Maupay,Brentford,Football,EPL,static\logos\players\soccer\brentford\n_maupay.png
David Raya,Brentford,Football,EPL,static\logos\players\soccer\brentford\david_raya.png
S. Baptiste,Brentford,Football,EPL,static\logos\players\soccer\brentford\s_baptiste.png
B. Winterbottom,Brentford,Football,EPL,static\logos\players\soccer\brentford\b_winterbottom.png
E. Brierley,Brentford,Football,EPL,static\logos\players\soccer\brentford\e_brierley.png
F. Stevens,Brentford,Football,EPL,static\logos\players\soccer\brentford\f_stevens.png
Val Adedokun,Brentford,Football,EPL,static\logos\players\soccer\brentford\val_adedokun.png
R. Owen,Brentford,Football,EPL,static\logos\players\soccer\brentford\r_owen.png
Vincent Angelini,Brentford,Football,EPL,static\logos\players\soccer\brentford\vincent_angelini.png
Conor McManus,Brentford,Football,EPL,static\logos\players\soccer\brentford\conor_mcmanus.png
Isaac Holland,Brentford,Football,EPL,static\logos\players\soccer\brentford\isaac_holland.png
Tony Yogane,Brentford,Football,EPL,static\logos\players\soccer\brentford\tony_yogane.png
J. Eyestone,Brentford,Football,EPL,static\logos\players\soccer\brentford\j_eyestone.png
R. Rose,Brentford,Football,EPL,static\logos\players\soccer\brentford\r_rose.png
Iwan Morgan,Brentford,Football,EPL,static\logos\players\soccer\brentford\iwan_morgan.png
Benjamin Arthur,Brentford,Football,EPL,static\logos\players\soccer\brentford\benjamin_arthur.png
M. Luongo,Ipswich,Football,EPL,static\logos\players\soccer\ipswich\m_luongo.png
S. Aluko,Ipswich,Football,EPL,static\logos\players\soccer\ipswich\s_aluko.png
J. Cajuste,Ipswich,Football,EPL,static\logos\players\soccer\ipswich\j_cajuste.png
B. Godfrey,Ipswich,Football,EPL,static\logos\players\soccer\ipswich\b_godfrey.png
A. Tuanzebe,Ipswich,Football,EPL,static\logos\players\soccer\ipswich\a_tuanzebe.png
I. El Mizouni,Ipswich,Football,EPL,static\logos\players\soccer\ipswich\i_el_mizouni.png
C. Ndaba,Ipswich,Football,EPL,static\logos\players\soccer\ipswich\c_ndaba.png
K. Jackson,Ipswich,Football,EPL,static\logos\players\soccer\ipswich\k_jackson.png
M. Harness,Ipswich,Football,EPL,static\logos\players\soccer\ipswich\m_harness.png
J. Donacien,Ipswich,Football,EPL,static\logos\players\soccer\ipswich\j_donacien.png
F. Ladapo,Ipswich,Football,EPL,static\logos\players\soccer\ipswich\f_ladapo.png
D. Ball,Ipswich,Football,EPL,static\logos\players\soccer\ipswich\d_ball.png
V. Hladký,Ipswich,Football,EPL,static\logos\players\soccer\ipswich\v_hladký.png
J. Enciso,Ipswich,Football,EPL,static\logos\players\soccer\ipswich\j_enciso.png
B. Williams,Ipswich,Football,EPL,static\logos\players\soccer\ipswich\b_williams.png
G. Yahyai,Ipswich,Football,EPL,static\logos\players\soccer\ipswich\g_yahyai.png
C. Stewart,Ipswich,Football,EPL,static\logos\players\soccer\ipswich\c_stewart.png
R. Carr,Ipswich,Football,EPL,static\logos\players\soccer\ipswich\r_carr.png
G. Buabo,Ipswich,Football,EPL,static\logos\players\soccer\ipswich\g_buabo.png
Woody Scott Williamson Andrews,Ipswich,Football,EPL,static\logos\players\soccer\ipswich\woody_scott_williamson_andrews.png
L. Mbe Soh,Nottingham Forest,Football,EPL,static\logos\players\soccer\nottingham_forest\l_mbe_soh.png
D. Origi,Nottingham Forest,Football,EPL,static\logos\players\soccer\nottingham_forest\d_origi.png
Felipe,Nottingham Forest,Football,EPL,static\logos\players\soccer\nottingham_forest\felipe.png
O. Vlachodimos,Nottingham Forest,Football,EPL,static\logos\players\soccer\nottingham_forest\o_vlachodimos.png
G. Montiel,Nottingham Forest,Football,EPL,static\logos\players\soccer\nottingham_forest\g_montiel.png
R. Freuler,Nottingham Forest,Football,EPL,static\logos\players\soccer\nottingham_forest\r_freuler.png
C. Kouyaté,Nottingham Forest,Football,EPL,static\logos\players\soccer\nottingham_forest\c_kouyaté.png
B. Aguilera,Nottingham Forest,Football,EPL,static\logos\players\soccer\nottingham_forest\b_aguilera.png
J. Shelvey,Nottingham Forest,Football,EPL,static\logos\players\soccer\nottingham_forest\j_shelvey.png
O. Mangala,Nottingham Forest,Football,EPL,static\logos\players\soccer\nottingham_forest\o_mangala.png
M. Niakhaté,Nottingham Forest,Football,EPL,static\logos\players\soccer\nottingham_forest\m_niakhaté.png
Nuno Tavares,Nottingham Forest,Football,EPL,static\logos\players\soccer\nottingham_forest\nuno_tavares.png
A. Mighten,Nottingham Forest,Football,EPL,static\logos\players\soccer\nottingham_forest\a_mighten.png
G. Reyna,Nottingham Forest,Football,EPL,static\logos\players\soccer\nottingham_forest\g_reyna.png
F. Back,Nottingham Forest,Football,EPL,static\logos\players\soccer\nottingham_forest\f_back.png
D. Osong,Nottingham Forest,Football,EPL,static\logos\players\soccer\nottingham_forest\d_osong.png
Jamie Carson McDonnell,Nottingham Forest,Football,EPL,static\logos\players\soccer\nottingham_forest\jamie_carson_mcdonnell.png
D. Taylor,Nottingham Forest,Football,EPL,static\logos\players\soccer\nottingham_forest\d_taylor.png
Rodrigo Ribeiro,Nottingham Forest,Football,EPL,static\logos\players\soccer\nottingham_forest\rodrigo_ribeiro.png
C. Lenglet,Aston Villa,Football,EPL,static\logos\players\soccer\aston_villa\c_lenglet.png
N. Zaniolo,Aston Villa,Football,EPL,static\logos\players\soccer\aston_villa\n_zaniolo.png
C. Chambers,Aston Villa,Football,EPL,static\logos\players\soccer\aston_villa\c_chambers.png
K. Hause,Aston Villa,Football,EPL,static\logos\players\soccer\aston_villa\k_hause.png
Douglas Luiz,Aston Villa,Football,EPL,static\logos\players\soccer\aston_villa\douglas_luiz.png
F. Marschall,Aston Villa,Football,EPL,static\logos\players\soccer\aston_villa\f_marschall.png
L. Dobbin,Aston Villa,Football,EPL,static\logos\players\soccer\aston_villa\l_dobbin.png
L. Barry,Aston Villa,Football,EPL,static\logos\players\soccer\aston_villa\l_barry.png
S. Revan,Aston Villa,Football,EPL,static\logos\players\soccer\aston_villa\s_revan.png
J. Wright,Aston Villa,Football,EPL,static\logos\players\soccer\aston_villa\j_wright.png
L. Sousa,Aston Villa,Football,EPL,static\logos\players\soccer\aston_villa\l_sousa.png
T. Iroegbunam,Aston Villa,Football,EPL,static\logos\players\soccer\aston_villa\t_iroegbunam.png
Finley Munroe,Aston Villa,Football,EPL,static\logos\players\soccer\aston_villa\finley_munroe.png
Kobei Moore,Aston Villa,Football,EPL,static\logos\players\soccer\aston_villa\kobei_moore.png
Joshua Feeney,Aston Villa,Football,EPL,static\logos\players\soccer\aston_villa\joshua_feeney.png
K. Young,Aston Villa,Football,EPL,static\logos\players\soccer\aston_villa\k_young.png
O. Kellyman,Aston Villa,Football,EPL,static\logos\players\soccer\aston_villa\o_kellyman.png
J. Jimoh,Aston Villa,Football,EPL,static\logos\players\soccer\aston_villa\j_jimoh.png
B. Burrows,Aston Villa,Football,EPL,static\logos\players\soccer\aston_villa\b_burrows.png
L. Emery,Aston Villa,Football,EPL,static\logos\players\soccer\aston_villa\l_emery.png
João Félix,Barcelona,Football,LaLiga,static\logos\players\soccer\barcelona\joão_félix.png
João Cancelo,Barcelona,Football,LaLiga,static\logos\players\soccer\barcelona\joão_cancelo.png
Marcos Alonso,Barcelona,Football,LaLiga,static\logos\players\soccer\barcelona\marcos_alonso.png
J. Araujo,Barcelona,Football,LaLiga,static\logos\players\soccer\barcelona\j_araujo.png
Aleix Garrido,Barcelona,Football,LaLiga,static\logos\players\soccer\barcelona\aleix_garrido.png
Ander Astralaga,Barcelona,Football,LaLiga,static\logos\players\soccer\barcelona\ander_astralaga.png
Dani Rodríguez,Barcelona,Football,LaLiga,static\logos\players\soccer\barcelona\dani_rodríguez.png
Á. Yaakobishvili,Barcelona,Football,LaLiga,static\logos\players\soccer\barcelona\á_yaakobishvili.png
Marc Guiu,Barcelona,Football,LaLiga,static\logos\players\soccer\barcelona\marc_guiu.png
Sergi Domínguez,Barcelona,Football,LaLiga,static\logos\players\soccer\barcelona\sergi_domínguez.png
Pau Prim,Barcelona,Football,LaLiga,static\logos\players\soccer\barcelona\pau_prim.png
Alexis Olmedo,Barcelona,Football,LaLiga,static\logos\players\soccer\barcelona\alexis_olmedo.png
Álvaro Cortés Moyano,Barcelona,Football,LaLiga,static\logos\players\soccer\barcelona\álvaro_cortés_moyano.png
Guille Fernández,Barcelona,Football,LaLiga,static\logos\players\soccer\barcelona\guille_fernández.png
Andrés Cuenca,Barcelona,Football,LaLiga,static\logos\players\soccer\barcelona\andrés_cuenca.png
Toni Fernández,Barcelona,Football,LaLiga,static\logos\players\soccer\barcelona\toni_fernández.png
Landry Cephas,Barcelona,Football,LaLiga,static\logos\players\soccer\barcelona\landry_cephas.png
Quim Junyent,Barcelona,Football,LaLiga,static\logos\players\soccer\barcelona\quim_junyent.png
Víctor Mollejo,Atletico Madrid,Football,LaLiga,static\logos\players\soccer\atletico_madrid\víctor_mollejo.png
Gabriel Paulista,Atletico Madrid,Football,LaLiga,static\logos\players\soccer\atletico_madrid\gabriel_paulista.png
Marcos Paulo,Atletico Madrid,Football,LaLiga,static\logos\players\soccer\atletico_madrid\marcos_paulo.png
Germán Valera,Atletico Madrid,Football,LaLiga,static\logos\players\soccer\atletico_madrid\germán_valera.png
Marco Moreno,Atletico Madrid,Football,LaLiga,static\logos\players\soccer\atletico_madrid\marco_moreno.png
Mini,Atletico Madrid,Football,LaLiga,static\logos\players\soccer\atletico_madrid\mini.png
Pablo Pérez,Atletico Madrid,Football,LaLiga,static\logos\players\soccer\atletico_madrid\pablo_pérez.png
Álex Calatrava,Atletico Madrid,Football,LaLiga,static\logos\players\soccer\atletico_madrid\álex_calatrava.png
Adrián Corral,Atletico Madrid,Football,LaLiga,static\logos\players\soccer\atletico_madrid\adrián_corral.png
Sergio Díez,Atletico Madrid,Football,LaLiga,static\logos\players\soccer\atletico_madrid\sergio_díez.png
Javier Boñar,Atletico Madrid,Football,LaLiga,static\logos\players\soccer\atletico_madrid\javier_boñar.png
Luis Miguel Morales Carnicero,Atletico Madrid,Football,LaLiga,static\logos\players\soccer\atletico_madrid\luis_miguel_morales_carnicero.png
Samu,Atletico Madrid,Football,LaLiga,static\logos\players\soccer\atletico_madrid\samu.png
David Muñoz Torres,Atletico Madrid,Football,LaLiga,static\logos\players\soccer\atletico_madrid\david_muñoz_torres.png
A. Raihani,Atletico Madrid,Football,LaLiga,static\logos\players\soccer\atletico_madrid\a_raihani.png
Dani MartÃ­nez,Atletico Madrid,Football,LaLiga,static\logos\players\soccer\atletico_madrid\dani_martãnez.png
Daniel Muñoz,Atletico Madrid,Football,LaLiga,static\logos\players\soccer\atletico_madrid\daniel_muñoz.png
Taufik Seidu,Atletico Madrid,Football,LaLiga,static\logos\players\soccer\atletico_madrid\taufik_seidu.png
Dani Rubio,Atletico Madrid,Football,LaLiga,static\logos\players\soccer\atletico_madrid\dani_rubio.png
Muniain,Athletic Club,Football,LaLiga,static\logos\players\soccer\athletic_club\muniain.png
De Marcos,Athletic Club,Football,LaLiga,static\logos\players\soccer\athletic_club\de_marcos.png
Unai Núñez,Athletic Club,Football,LaLiga,static\logos\players\soccer\athletic_club\unai_núñez.png
Dani García,Athletic Club,Football,LaLiga,static\logos\players\soccer\athletic_club\dani_garcía.png
Raúl García,Athletic Club,Football,LaLiga,static\logos\players\soccer\athletic_club\raúl_garcía.png
Gorka Guruzeta,Athletic Club,Football,LaLiga,static\logos\players\soccer\athletic_club\gorka_guruzeta.png
I. Williams,Athletic Club,Football,LaLiga,static\logos\players\soccer\athletic_club\i_williams.png
Asier Villalibre,Athletic Club,Football,LaLiga,static\logos\players\soccer\athletic_club\asier_villalibre.png
Juan Artola,Athletic Club,Football,LaLiga,static\logos\players\soccer\athletic_club\juan_artola.png
Unai Vencedor,Athletic Club,Football,LaLiga,static\logos\players\soccer\athletic_club\unai_vencedor.png
Imanol García de Albéniz,Athletic Club,Football,LaLiga,static\logos\players\soccer\athletic_club\imanol_garcía_de_albéniz.png
Nico Williams,Athletic Club,Football,LaLiga,static\logos\players\soccer\athletic_club\nico_williams.png
Julen Agirrezabala,Athletic Club,Football,LaLiga,static\logos\players\soccer\athletic_club\julen_agirrezabala.png
Nico Serrano,Athletic Club,Football,LaLiga,static\logos\players\soccer\athletic_club\nico_serrano.png
Ekain Azkune,Athletic Club,Football,LaLiga,static\logos\players\soccer\athletic_club\ekain_azkune.png
Malcom Adu,Athletic Club,Football,LaLiga,static\logos\players\soccer\athletic_club\malcom_adu.png
Oier Gastesi,Athletic Club,Football,LaLiga,static\logos\players\soccer\athletic_club\oier_gastesi.png
Beñat Gerenabarrena,Athletic Club,Football,LaLiga,static\logos\players\soccer\athletic_club\beñat_gerenabarrena.png
Aingeru Olabarrieta,Athletic Club,Football,LaLiga,static\logos\players\soccer\athletic_club\aingeru_olabarrieta.png
Javier Zabala,Athletic Club,Football,LaLiga,static\logos\players\soccer\athletic_club\javier_zabala.png
Cristian Rivero,Valencia,Football,LaLiga,static\logos\players\soccer\valencia\cristian_rivero.png
Samu Castillejo,Valencia,Football,LaLiga,static\logos\players\soccer\valencia\samu_castillejo.png
R. Yaremchuk,Valencia,Football,LaLiga,static\logos\players\soccer\valencia\r_yaremchuk.png
S. Amallah,Valencia,Football,LaLiga,static\logos\players\soccer\valencia\s_amallah.png
M. Aarons,Valencia,Football,LaLiga,static\logos\players\soccer\valencia\m_aarons.png
E. Cömert,Valencia,Football,LaLiga,static\logos\players\soccer\valencia\e_comert.png
Pedro Alemañ,Valencia,Football,LaLiga,static\logos\players\soccer\valencia\pedro_alemañ.png
Pablo Gozálbez,Valencia,Football,LaLiga,static\logos\players\soccer\valencia\pablo_gozálbez.png
Borja Calvo,Valencia,Football,LaLiga,static\logos\players\soccer\valencia\borja_calvo.png
Marco Camus,Valencia,Football,LaLiga,static\logos\players\soccer\valencia\marco_camus.png
W. Madrigal,Valencia,Football,LaLiga,static\logos\players\soccer\valencia\w_madrigal.png
Peter,Valencia,Football,LaLiga,static\logos\players\soccer\valencia\peter.png
Javier Navarro Girona,Valencia,Football,LaLiga,static\logos\players\soccer\valencia\javier_navarro_girona.png
Rodrigo Abajas,Valencia,Football,LaLiga,static\logos\players\soccer\valencia\rodrigo_abajas.png
Joselu,Valencia,Football,LaLiga,static\logos\players\soccer\valencia\joselu.png
Yarek Gasiorowski,Valencia,Football,LaLiga,static\logos\players\soccer\valencia\yarek_gasiorowski.png
Mario Domínguez,Valencia,Football,LaLiga,static\logos\players\soccer\valencia\mario_domínguez.png
Alex Serradell,Valencia,Football,LaLiga,static\logos\players\soccer\valencia\alex_serradell.png
Iker Córdoba,Valencia,Football,LaLiga,static\logos\players\soccer\valencia\iker_cordoba.png
Juan Bernat,Villarreal,Football,LaLiga,static\logos\players\soccer\villarreal\juan_bernat.png
E. Bailly,Villarreal,Football,LaLiga,static\logos\players\soccer\villarreal\e_bailly.png
Gonçalo Guedes,Villarreal,Football,LaLiga,static\logos\players\soccer\villarreal\gonçalo_guedes.png
Pepe Reina,Villarreal,Football,LaLiga,static\logos\players\soccer\villarreal\pepe_reina.png
É. Capoue,Villarreal,Football,LaLiga,static\logos\players\soccer\villarreal\é_capoue.png
H. Hassan,Villarreal,Football,LaLiga,static\logos\players\soccer\villarreal\h_hassan.png
José Luis Morales,Villarreal,Football,LaLiga,static\logos\players\soccer\villarreal\josé_luis_morales.png
Miguel Ángel Morro,Villarreal,Football,LaLiga,static\logos\players\soccer\villarreal\miguel_ángel_morro.png
J. Mojica,Villarreal,Football,LaLiga,static\logos\players\soccer\villarreal\j_mojica.png
Iker Álvarez,Villarreal,Football,LaLiga,static\logos\players\soccer\villarreal\iker_álvarez.png
Diego Collado,Villarreal,Football,LaLiga,static\logos\players\soccer\villarreal\diego_collado.png
Álex Forés,Villarreal,Football,LaLiga,static\logos\players\soccer\villarreal\álex_forés.png
Carlos Romero,Villarreal,Football,LaLiga,static\logos\players\soccer\villarreal\carlos_romero.png
Abraham del Moral,Villarreal,Football,LaLiga,static\logos\players\soccer\villarreal\abraham_del_moral.png
Y. Mosquera,Villarreal,Football,LaLiga,static\logos\players\soccer\villarreal\y_mosquera.png
Jorge Pascual,Villarreal,Football,LaLiga,static\logos\players\soccer\villarreal\jorge_pascual.png
T. Ojeda,Villarreal,Football,LaLiga,static\logos\players\soccer\villarreal\t_ojeda.png
S. Leković,Villarreal,Football,LaLiga,static\logos\players\soccer\villarreal\s_leković.png
Daniel Budesca,Villarreal,Football,LaLiga,static\logos\players\soccer\villarreal\daniel_budesca.png
J. Cillessen,Las Palmas,Football,LaLiga,static\logos\players\soccer\las_palmas\j_cillessen.png
M. El Haddadi,Las Palmas,Football,LaLiga,static\logos\players\soccer\las_palmas\m_el_haddadi.png
